event_timestamp_ms,event_elapsed_ms,blink
1926.0,1926.0,1
3724.0,3724.0,1
6362.0,6362.0,1
8551.0,8551.0,1
10939.0,10939.0,1
13329.0,13329.0,1
16015.0,16015.0,1
17622.0,17622.0,1
18058.0,18058.0,1
20207.0,20207.0,1
22691.0,22691.0,1
25273.0,25273.0,1
27272.0,27272.0,1
29275.0,29275.0,1
31513.0,31513.0,1
31499.100000000002,31499.100000000002,1
32977.0,32977.0,1
34978.0,34978.0,1
37804.0,37804.0,1
39996.0,39996.0,1
43068.0,43068.0,1
44531.0,44531.0,1
46533.0,46533.0,1
50477.0,50477.0,1
51700.0,51700.0,1
54089.0,54089.0,1
57304.0,57304.0,1
59495.0,59495.0,1
62715.0,62715.0,1
65250.0,65250.0,1
68715.0,68715.0,1
70469.0,70469.0,1
72664.0,72664.0,1
75290.0,75290.0,1
77733.0,77733.0,1
79435.0,79435.0,1
81389.0,81389.0,1
84021.0,84021.0,1
86165.0,86165.0,1
88162.0,88162.0,1
89531.0,89531.0,1
92700.0,92700.0,1
96077.9,96077.9,1
100528.04166666666,100528.04166666666,1
103425.80833333333,103425.80833333333,1
105960.0,105960.0,1
108154.0,108154.0,1
111469.0,111469.0,1
112882.0,112882.0,1
114097.0,114097.0,1
115076.0,115076.0,1
117172.0,117172.0,1
118971.0,118971.0,1
122043.0,122043.0,1
124437.0,124437.0,1
126630.0,126630.0,1
128678.0,128678.0,1
129309.0,129309.0,1
132720.0,132720.0,1
134918.0,134918.0,1
137355.0,137355.0,1
139156.0,139156.0,1
141109.0,141109.0,1
