event_timestamp_ms,event_elapsed_ms,blink
1551.1989583333338,1551.1989583333338,1
3495.9798611111114,3495.9798611111114,1
5986.248090277776,5986.248090277776,1
8263.064756944445,8263.064756944445,1
10587.315104166666,10587.315104166666,1
12864.131770833332,12864.131770833332,1
15615.285243055552,15615.285243055552,1
17622.0,17622.0,1
17014.578819444443,17014.578819444443,1
19813.165972222218,19813.165972222218,1
22066.265798611108,22066.265798611108,1
24722.551909722217,24722.551909722217,1
26857.067534722217,26857.067534722217,1
28825.565277777772,28825.565277777772,1
31513.0,31513.0,1
32100.0,32100.0,1
32977.0,32977.0,1
34978.0,34978.0,1
37804.0,37804.0,1
39996.0,39996.0,1
43068.0,43068.0,1
44531.0,44531.0,1
46533.0,46533.0,1
50477.0,50477.0,1
51700.0,51700.0,1
54089.0,54089.0,1
57304.0,57304.0,1
59495.0,59495.0,1
62715.0,62715.0,1
65250.0,65250.0,1
68715.0,68715.0,1
70469.0,70469.0,1
72664.0,72664.0,1
75290.0,75290.0,1
77733.0,77733.0,1
79435.0,79435.0,1
81389.0,81389.0,1
84021.0,84021.0,1
86165.0,86165.0,1
88162.0,88162.0,1
89531.0,89531.0,1
92700.0,92700.0,1
95040.0,95040.0,1
98258.0,98258.0,1
102644.0,102644.0,1
105960.0,105960.0,1
110533.0011704749,110533.0011704749,1
111722.39027777777,111722.39027777777,1
112882.0,112882.0,1
109028.05985103047,109028.05985103047,1
116625.58618951612,116625.58618951612,1
114683.72642249103,114683.72642249103,1
119489.82934587814,119489.82934587814,1
122043.0,122043.0,1
124150.29278673834,124150.29278673834,1
126189.24554211469,126189.24554211469,1
126917.4429547491,126917.4429547491,1
130194.33131160395,130194.33131160395,1
132403.19679659497,132403.19679659497,1
134587.78903449822,134587.78903449822,1
136602.46854278675,136602.46854278675,1
138544.32830981183,138544.32830981183,1
141109.0,141109.0,1
