event_timestamp_ms,event_elapsed_ms,blink
1981.620698924731,1981.620698924731,1
3738.835215053761,3738.835215053761,1
5286.857526881719,5286.857526881719,1
6542.010752688171,6542.010752688171,1
6876.718279569889,6876.718279569889,1
8299.225268817203,8299.225268817203,1
9805.409139784946,9805.409139784946,1
11520.78521505376,11520.78521505376,1
13068.807526881716,13068.807526881716,1
14533.152956989245,14533.152956989245,1
15788.306182795695,15788.306182795695,1
17294.49005376344,17294.49005376344,1
18465.96639784946,18465.96639784946,1
19762.95806451613,19762.95806451613,1
21018.11129032258,21018.11129032258,1
21854.88010752688,21854.88010752688,1
23444.74086021505,23444.74086021505,1
24783.57096774193,24783.57096774193,1
26373.431720430104,26373.431720430104,1
28102.894528811128,28102.894528811128,1
29312.24478407908,29312.24478407908,1
30461.874039086884,30461.874039086884,1
31760.80579474505,31760.80579474505,1
32955.22579994797,32955.22579994797,1
34269.087805671166,34269.087805671166,1
35030.53055898802,35030.53055898802,1
38643.65107472684,38643.65107472684,1
39957.51308045005,39957.51308045005,1
41301.23558630332,41301.23558630332,1
42480.7253414412,42480.7253414412,1
44152.91334872528,44152.91334872528,1
45511.56610464359,45511.56610464359,1
47049.38186134234,47049.38186134234,1
48213.94136641519,48213.94136641519,1
49426.4126344086,49426.4126344086,1
50556.05053763441,50556.05053763441,1
52187.74973118279,52187.74973118279,1
35870.75779569892,35870.75779569892,1
56120.563172043,56120.563172043,1
