# Wink sensor recording
# Sensor: ADS1291
# Start timestamp millis: 1779202506331
# Start time: 2026-05-19 16:55:06
# Signals: ADS1291_EXG
# ADS1291 enabled: true
# ADS1291 sample_rate_hz: 250
# ADS1291 gain: 6
# ADS1291 mode: 1
# ADS1291 mode_label: EEG
sample_index,ADS1291_EXG
0,731007.0
1,731459.0
2,731687.0
3,731716.0
4,731787.0
5,731998.0
6,732177.0
7,732189.0
8,732214.0
9,732174.0
10,732389.0
11,732221.0
12,732126.0
13,732183.0
14,732331.0
15,732539.0
16,732540.0
17,732478.0
18,732595.0
19,732803.0
20,732704.0
21,732623.0
22,732577.0
23,732421.0
24,732396.0
25,732424.0
26,732376.0
27,732509.0
28,732389.0
29,732308.0
30,732631.0
31,732908.0
32,732979.0
33,733077.0
34,733184.0
35,733159.0
36,733068.0
37,732967.0
38,732901.0
39,733038.0
40,733132.0
41,733048.0
42,733023.0
43,733033.0
44,733087.0
45,733084.0
46,733071.0
47,733054.0
48,733075.0
49,733071.0
50,733074.0
51,733141.0
52,733127.0
53,732934.0
54,733200.0
55,733313.0
56,733286.0
57,733211.0
58,733286.0
59,733360.0
60,733491.0
61,733509.0
62,733270.0
63,733036.0
64,733084.0
65,733223.0
66,733276.0
67,733192.0
68,733048.0
69,733125.0
70,733101.0
71,733125.0
72,733032.0
73,733009.0
74,732944.0
75,732956.0
76,733062.0
77,732896.0
78,732851.0
79,732900.0
80,732861.0
81,733034.0
82,732998.0
83,733028.0
84,733102.0
85,733004.0
86,732983.0
87,733026.0
88,732951.0
89,732812.0
90,732843.0
91,732783.0
92,732704.0
93,732761.0
94,732861.0
95,732869.0
96,732787.0
97,732839.0
98,732734.0
99,732723.0
100,732871.0
101,732993.0
102,733033.0
103,733008.0
104,732931.0
105,733035.0
106,732900.0
107,732864.0
108,732909.0
109,732954.0
110,732891.0
111,732958.0
112,733088.0
113,733066.0
114,733076.0
115,733088.0
116,732987.0
117,732952.0
118,732934.0
119,732951.0
120,732893.0
121,733037.0
122,733050.0
123,732960.0
124,732850.0
125,732930.0
126,732873.0
127,732943.0
128,732921.0
129,732879.0
130,733053.0
131,733138.0
132,733028.0
133,732842.0
134,733056.0
135,733297.0
136,733363.0
137,733245.0
138,732888.0
139,732857.0
140,732823.0
141,733009.0
142,733203.0
143,733036.0
144,733035.0
145,732975.0
146,732927.0
147,732885.0
148,732968.0
149,732995.0
150,733056.0
151,733224.0
152,733329.0
153,733159.0
154,733083.0
155,733193.0
156,733204.0
157,733152.0
158,733031.0
159,733053.0
160,732902.0
161,732861.0
162,732908.0
163,732909.0
164,732787.0
165,732888.0
166,733046.0
167,733137.0
168,733082.0
169,733038.0
170,732954.0
171,732846.0
172,733019.0
173,733019.0
174,732933.0
175,733083.0
176,733382.0
177,733166.0
178,732934.0
179,732864.0
180,733061.0
181,733261.0
182,733077.0
183,732922.0
184,732909.0
185,733081.0
186,733183.0
187,733233.0
188,733221.0
189,733074.0
190,733039.0
191,733000.0
192,732788.0
193,732774.0
194,732946.0
195,732978.0
196,732974.0
197,733034.0
198,732853.0
199,732853.0
200,732944.0
201,732862.0
202,732964.0
203,732977.0
204,732891.0
205,733124.0
206,733290.0
207,733012.0
208,732581.0
209,732653.0
210,732878.0
211,732883.0
212,732874.0
213,732962.0
214,733029.0
215,732785.0
216,732153.0
217,732323.0
218,732333.0
219,732428.0
220,732640.0
221,732571.0
222,732637.0
223,732718.0
224,732794.0
225,732774.0
226,732873.0
227,732802.0
228,732776.0
229,732771.0
230,732827.0
231,732961.0
232,732999.0
233,732978.0
234,732836.0
235,732855.0
236,732884.0
237,732796.0
238,732961.0
239,733206.0
240,733152.0
241,733013.0
242,733106.0
243,732944.0
244,732663.0
245,732501.0
246,732626.0
247,732667.0
248,732604.0
249,732642.0
250,732476.0
251,732647.0
252,732681.0
253,732621.0
254,732711.0
255,732741.0
256,732899.0
257,732998.0
258,732766.0
259,732687.0
260,732616.0
261,732611.0
262,732524.0
263,732663.0
264,732899.0
265,733369.0
266,732877.0
267,732581.0
268,732829.0
269,732773.0
270,732537.0
271,732699.0
272,732731.0
273,732664.0
274,732518.0
275,732852.0
276,732883.0
277,732799.0
278,732731.0
279,732620.0
280,732541.0
281,732688.0
282,732565.0
283,732519.0
284,732554.0
285,732620.0
286,732461.0
287,732464.0
288,732543.0
289,732418.0
290,732427.0
291,732566.0
292,732659.0
293,732521.0
294,732531.0
295,732557.0
296,732499.0
297,732271.0
298,732381.0
299,732404.0
300,732461.0
301,732400.0
302,732458.0
303,732339.0
304,732293.0
305,732444.0
306,732451.0
307,732468.0
308,732258.0
309,732411.0
310,732536.0
311,732618.0
312,732678.0
313,732516.0
314,732525.0
315,732641.0
316,732594.0
317,732597.0
318,732714.0
319,732755.0
320,732760.0
321,732534.0
322,732437.0
323,732406.0
324,732480.0
325,732602.0
326,732654.0
327,732562.0
328,732569.0
329,732681.0
330,732693.0
331,732678.0
332,733141.0
333,733003.0
334,732891.0
335,732933.0
336,732903.0
337,732751.0
338,732646.0
339,732518.0
340,732578.0
341,732513.0
342,732625.0
343,732479.0
344,732259.0
345,732462.0
346,732601.0
347,732394.0
348,732168.0
349,732113.0
350,732129.0
351,732296.0
352,732174.0
353,732125.0
354,732203.0
355,732238.0
356,732311.0
357,732204.0
358,732068.0
359,732056.0
360,732064.0
361,732190.0
362,732182.0
363,732308.0
364,732618.0
365,732549.0
366,732500.0
367,732586.0
368,732409.0
369,732554.0
370,732602.0
371,732541.0
372,732628.0
373,732248.0
374,731922.0
375,732156.0
376,732418.0
377,732520.0
378,732384.0
379,732382.0
380,732306.0
381,732354.0
382,732350.0
383,732324.0
384,732567.0
385,732492.0
386,732523.0
387,732606.0
388,732477.0
389,732376.0
390,732482.0
391,732311.0
392,732174.0
393,732236.0
394,732277.0
395,732280.0
396,732234.0
397,732461.0
398,732499.0
399,732318.0
400,732204.0
401,732345.0
402,732243.0
403,732339.0
404,732236.0
405,732262.0
406,732299.0
407,732394.0
408,732519.0
409,732473.0
410,732491.0
411,732493.0
412,732782.0
413,732858.0
414,732466.0
415,732237.0
416,732355.0
417,732399.0
418,732259.0
419,732011.0
420,732112.0
421,732257.0
422,732319.0
423,732379.0
424,732521.0
425,732310.0
426,732298.0
427,732409.0
428,732487.0
429,732542.0
430,732509.0
431,732451.0
432,732423.0
433,732694.0
434,732531.0
435,732648.0
436,732630.0
437,732563.0
438,732651.0
439,732808.0
440,732603.0
441,732626.0
442,732591.0
443,732678.0
444,732694.0
445,732572.0
446,732544.0
447,732399.0
448,732334.0
449,732398.0
450,732338.0
451,732420.0
452,732449.0
453,732416.0
454,732325.0
455,732330.0
456,732269.0
457,732190.0
458,732150.0
459,732306.0
460,732161.0
461,732254.0
462,732317.0
463,732120.0
464,732119.0
465,732166.0
466,732371.0
467,732299.0
468,732378.0
469,732339.0
470,732077.0
471,732016.0
472,732005.0
473,731817.0
474,731759.0
475,731906.0
476,731873.0
477,731716.0
478,731760.0
479,731796.0
480,731687.0
481,731873.0
482,731895.0
483,731798.0
484,731863.0
485,732038.0
486,732246.0
487,732333.0
488,732318.0
489,732137.0
490,732272.0
491,732309.0
492,732291.0
493,732114.0
494,732133.0
495,732024.0
496,731975.0
497,731992.0
498,731811.0
499,731828.0
500,731871.0
501,731914.0
502,731944.0
503,731900.0
504,731680.0
505,731725.0
506,731783.0
507,731806.0
508,731747.0
509,731759.0
510,731708.0
511,731896.0
512,731993.0
513,731841.0
514,731753.0
515,731948.0
516,732034.0
517,731907.0
518,731889.0
519,732124.0
520,732112.0
521,731749.0
522,731756.0
