event_timestamp_ms,event_elapsed_ms,blink
1460.361078493211,1460.361078493211,1
4259.801302224912,4259.801302224912,1
4928.0,4928.0,1
4626.941003697921,4626.941003697921,1
7196.918914008989,7196.918914008989,1
10386.445070555765,10386.445070555765,1
13759.54107783904,13759.54107783904,1
16191.841600097732,16191.841600097732,1
18647.088353698487,18647.088353698487,1
24360.6999578722,24360.6999578722,1
27343.710032340405,27343.710032340405,1
30143.150256072106,30143.150256072106,1
32368.934696252225,32368.934696252225,1
35693.0,35693.0,1
38188.197305590904,38188.197305590904,1
40597.07628171545,40597.07628171545,1
43772.416750243254,43772.416750243254,1
52980.96065504397,52980.96065504397,1
53837.26483823403,53837.26483823403,1
54793.13927528339,54793.13927528339,1
56107.46662622628,56107.46662622628,1
57362.05182485359,57362.05182485359,1
59433.11310512722,59433.11310512722,1
63037.55629483424,63037.55629483424,1
66363.20277373517,66363.20277373517,1
68752.8888663586,68752.8888663586,1
71501.02787287555,71501.02787287555,1
73910.62801627084,73910.62801627084,1
76302.0,76302.0,1
78103.0,78103.0,1
79516.0,79516.0,1
81128.0,81128.0,1
83123.0,83123.0,1
85907.0,85907.0,1
87902.0,87902.0,1
89704.0,89704.0,1
91121.0,91121.0,1
93899.0,93899.0,1
95705.0,95705.0,1
97115.0,97115.0,1
99505.0,99505.0,1
101701.0,101701.0,1
103696.0,103696.0,1
105940.0,105940.0,1
107939.0,107939.0,1
109743.0,109743.0,1
113706.29342297616,113706.29342297616,1
114013.11731635004,114013.11731635004,1
114847.0489239816,114847.0489239816,1
115090.93458281722,115090.93458281722,1
115657.3786936613,115657.3786936613,1
115389.89119687382,115389.89119687382,1
115901.26435249695,115901.26435249695,1
114579.5614271941,114579.5614271941,1
117900.19251553027,117900.19251553027,1
114320.49028025959,114320.49028025959,1
120199.57699274008,120199.57699274008,1
122717.95046777937,122717.95046777937,1
125017.33494498914,125017.33494498914,1
126659.75242871043,126659.75242871043,1
128521.15891026119,128521.15891026119,1
