event_timestamp_ms,event_elapsed_ms,blink
861.1951690187425,861.1951690187425,1
644.0327333218967,644.0327333218967,1
1926.3252107699384,1926.3252107699384,1
8950.589342115109,8950.589342115109,1
16441.57205299004,16441.57205299004,1
30424.739779956573,30424.739779956573,1
28926.543237781592,28926.543237781592,1
41744.44698750094,41744.44698750094,1
45240.23891924257,45240.23891924257,1
57558.74382157025,57558.74382157025,1
63218.59742534242,63218.59742534242,1
69544.31615897015,69544.31615897015,1
81030.48964897839,81030.48964897839,1
87292.0,87292.0,1
98509.44930768658,98509.44930768658,1
111993.21818726146,111993.21818726146,1
108830.35882044758,108830.35882044758,1
117716.0,117716.0,1
124977.58821944467,124977.58821944467,1
131969.17208292792,131969.17208292792,1
154941.51906294446,154941.51906294446,1
151945.12597859444,151945.12597859444,1
159935.507536861,159935.507536861,1
161600.17036149986,161600.17036149986,1
163764.23203353042,163764.23203353042,1
176915.06834817753,176915.06834817753,1
180077.92771499138,180077.92771499138,1
190065.90466282464,190065.90466282464,1
196391.6233964524,196391.6233964524,1
,,1
,,1
1291.782304858268,1291.782304858268,1
49235.42969837588,49235.42969837588,1
50567.15995808695,50567.15995808695,1
91684.3317266672,91684.3317266672,1
144287.67698525565,144287.67698525565,1
94680.72481101716,94680.72481101716,1
135132.0314497418,135132.0314497418,1
140458.95248858616,140458.95248858616,1
126475.78476161962,126475.78476161962,1
