event_timestamp_ms,event_elapsed_ms,blink
3098.0,3098.0,1
6368.0,6368.0,1
9337.0,9337.0,1
12518.0,12518.0,1
16504.0,16504.0,1
19477.0,19477.0,1
22698.0,22698.0,1
25088.0,25088.0,1
29670.0,29670.0,1
32689.0,32689.0,1
35275.0,35275.0,1
38881.0,38881.0,1
42295.0,42295.0,1
45708.0,45708.0,1
49266.0,49266.0,1
52483.0,52483.0,1
55508.0,55508.0,1
58674.0,58674.0,1
61306.0,61306.0,1
68086.0,68086.0,1
71884.0,71884.0,1
75300.0,75300.0,1
79490.0,79490.0,1
82711.0,82711.0,1
86565.0,86565.0,1
90216.0,90216.0,1
94554.0,94554.0,1
98163.0,98163.0,1
101773.0,101773.0,1
112105.0,112105.0,1
113279.0,113279.0,1
114499.0,114499.0,1
116736.0,116736.0,1
118886.0,118886.0,1
