# Wink sensor recording
# Sensor: ADS1291
# Start timestamp millis: 1779205350544
# Start time: 2026-05-19 17:42:30
# Signals: ADS1291_EXG
# ADS1291 enabled: true
# ADS1291 sample_rate_hz: 250
# ADS1291 gain: 6
# ADS1291 mode: 1
# ADS1291 mode_label: EEG
sample_index,ADS1291_EXG
0,214883.0
1,215809.0
2,216979.0
3,217724.0
4,218036.0
5,217687.0
6,217631.0
7,218587.0
8,219164.0
9,219069.0
10,218663.0
11,218788.0
12,219400.0
13,219499.0
14,219291.0
15,219109.0
16,219225.0
17,219761.0
18,220042.0
19,219968.0
20,219608.0
21,219469.0
22,220120.0
23,220598.0
24,220112.0
25,219787.0
26,219728.0
27,220336.0
28,220901.0
29,220253.0
30,219800.0
31,219981.0
32,220233.0
33,220761.0
34,220409.0
35,219916.0
36,220259.0
37,220572.0
38,221160.0
39,220941.0
40,220234.0
41,220317.0
42,220793.0
43,220929.0
44,220799.0
45,220065.0
46,220133.0
47,220667.0
48,220848.0
49,220651.0
50,220135.0
51,220154.0
52,220739.0
53,220949.0
54,220511.0
55,220104.0
56,220154.0
57,220881.0
58,221376.0
59,220888.0
60,220583.0
61,220350.0
62,220926.0
63,221471.0
64,221226.0
65,220803.0
66,220668.0
67,221222.0
68,221654.0
69,221111.0
70,220580.0
71,220708.0
72,221168.0
73,221694.0
74,221327.0
75,220938.0
76,220924.0
77,221228.0
78,221413.0
79,221057.0
80,220440.0
81,220814.0
82,221318.0
83,221581.0
84,221481.0
85,220795.0
86,220627.0
87,221369.0
88,221483.0
89,221389.0
90,220933.0
91,220839.0
92,221452.0
93,221510.0
94,221240.0
95,220980.0
96,220656.0
97,221175.0
98,221704.0
99,221219.0
100,220774.0
101,220722.0
102,221058.0
103,221367.0
104,220975.0
105,220500.0
106,220661.0
107,221219.0
108,221612.0
109,221185.0
110,220455.0
111,220754.0
112,221215.0
113,221484.0
114,221095.0
115,220533.0
116,220777.0
117,221306.0
118,221524.0
119,221388.0
120,220692.0
121,220624.0
122,221318.0
123,221508.0
124,221136.0
125,220694.0
126,220716.0
127,221249.0
128,221579.0
129,221591.0
130,220979.0
131,220956.0
132,221494.0
133,221757.0
134,221428.0
135,221172.0
136,221037.0
137,221510.0
138,221998.0
139,221318.0
140,220746.0
141,220956.0
142,221374.0
143,221918.0
144,221406.0
145,220803.0
146,221038.0
147,221103.0
148,221481.0
149,221254.0
150,220655.0
151,220822.0
152,221081.0
153,221194.0
154,221053.0
155,220396.0
156,220367.0
157,221104.0
158,221520.0
159,221306.0
160,220584.0
161,220321.0
162,221096.0
163,221455.0
164,220837.0
165,220491.0
166,220571.0
167,221242.0
168,221324.0
169,220789.0
170,220648.0
171,220621.0
172,220988.0
173,221516.0
174,221109.0
175,220764.0
176,220613.0
177,221274.0
178,221807.0
179,221143.0
180,220713.0
181,220662.0
182,220997.0
183,221525.0
184,221225.0
185,220707.0
186,220883.0
187,221226.0
188,221516.0
189,221170.0
190,220641.0
191,220705.0
192,221145.0
193,221331.0
194,221143.0
195,220473.0
196,220548.0
197,221133.0
198,221203.0
199,221050.0
200,220671.0
201,220432.0
202,221038.0
203,221243.0
204,220811.0
205,220408.0
206,220438.0
207,221071.0
208,221454.0
209,221067.0
210,220733.0
211,220568.0
212,220780.0
213,221166.0
214,220801.0
215,220424.0
216,220624.0
217,221139.0
218,221508.0
219,220890.0
220,220417.0
221,220579.0
222,220853.0
223,221338.0
224,221137.0
225,220234.0
226,220389.0
227,220934.0
228,221413.0
229,221097.0
230,220426.0
231,220548.0
232,221272.0
233,221383.0
234,221089.0
