# Wink sensor recording
# Sensor: ADS1291
# Start timestamp millis: 1779205560885
# Start time: 2026-05-19 17:46:00
# Signals: ADS1291_EXG
# ADS1291 enabled: true
# ADS1291 sample_rate_hz: 250
# ADS1291 gain: 6
# ADS1291 mode: 1
# ADS1291 mode_label: EEG
sample_index,ADS1291_EXG
0,115351.0
1,115587.0
2,115524.0
3,115461.0
4,115473.0
5,115686.0
6,115646.0
7,115749.0
8,115725.0
9,115773.0
10,115836.0
11,115820.0
12,115873.0
13,116004.0
14,115878.0
15,115937.0
16,116065.0
17,115827.0
18,115822.0
19,115829.0
20,115988.0
21,115940.0
22,115878.0
23,115819.0
24,115886.0
25,115861.0
26,115808.0
27,115937.0
28,115918.0
29,115925.0
30,115878.0
31,115914.0
32,116051.0
33,115973.0
34,115951.0
35,116100.0
36,115943.0
37,115821.0
38,115758.0
39,115866.0
40,116131.0
41,116092.0
42,116084.0
43,116001.0
44,115994.0
45,116206.0
46,116095.0
47,116085.0
48,116133.0
49,116154.0
50,116181.0
51,116071.0
52,116019.0
53,115924.0
54,115861.0
55,116310.0
56,116249.0
57,116114.0
58,116108.0
59,116165.0
60,116121.0
61,116198.0
62,116074.0
63,115969.0
64,116062.0
65,116286.0
66,116364.0
67,116070.0
68,116010.0
69,116103.0
70,116174.0
71,116158.0
72,116234.0
73,116070.0
74,116176.0
75,116150.0
76,115906.0
77,116003.0
78,116004.0
79,115912.0
80,116382.0
81,116331.0
82,116038.0
83,116047.0
84,115999.0
85,116231.0
86,116281.0
87,116169.0
88,116329.0
89,116214.0
90,116114.0
91,116075.0
92,115851.0
93,116057.0
94,116074.0
95,116083.0
96,116139.0
97,116098.0
98,115973.0
99,115758.0
100,116033.0
101,116100.0
102,116116.0
103,116038.0
104,116208.0
105,116175.0
106,115970.0
107,115891.0
108,116123.0
109,116189.0
110,116036.0
111,115992.0
112,116301.0
113,116158.0
114,115975.0
115,116193.0
116,116240.0
117,115961.0
118,115931.0
119,115959.0
120,116243.0
121,116364.0
122,116088.0
123,116044.0
