# Wink sensor recording
# Sensor: ADS1291
# Start timestamp millis: 1779203261697
# Start time: 2026-05-19 17:07:41
# Signals: ADS1291_EXG
# ADS1291 enabled: true
# ADS1291 sample_rate_hz: 250
# ADS1291 gain: 6
# ADS1291 mode: 1
# ADS1291 mode_label: EEG
sample_index,ADS1291_EXG
0,622133.0
1,681613.0
2,731343.0
3,774294.0
4,777452.0
5,778592.0
6,778889.0
7,778712.0
8,779556.0
9,781074.0
10,781858.0
11,781391.0
12,780994.0
13,781629.0
14,783153.0
15,783908.0
16,783524.0
17,782693.0
18,782734.0
19,784174.0
20,785011.0
21,783920.0
22,782436.0
23,782505.0
24,783876.0
25,784653.0
26,783420.0
27,782024.0
28,782199.0
29,783653.0
30,784408.0
31,783273.0
32,781891.0
33,782148.0
34,783722.0
35,784299.0
36,783673.0
37,782259.0
38,782174.0
39,784099.0
40,784979.0
41,784127.0
42,782925.0
43,783132.0
44,784811.0
45,785576.0
46,784120.0
47,782817.0
48,783223.0
49,784619.0
50,785179.0
51,783843.0
52,782526.0
53,782609.0
54,784159.0
55,785171.0
56,783579.0
57,781969.0
58,781794.0
59,783191.0
60,783976.0
61,782533.0
62,781166.0
63,781342.0
64,782875.0
65,783873.0
66,782969.0
67,781793.0
68,782022.0
69,783444.0
70,784161.0
71,782598.0
72,781206.0
73,781586.0
74,783126.0
75,783710.0
76,782444.0
77,781204.0
78,781264.0
79,782488.0
80,782849.0
81,781601.0
82,780546.0
83,780642.0
84,781999.0
85,782326.0
86,780682.0
87,779618.0
88,779762.0
89,781327.0
90,781959.0
91,780595.0
92,779462.0
93,779592.0
94,780600.0
95,781046.0
96,779821.0
97,778456.0
98,778830.0
99,779584.0
100,779702.0
101,778660.0
102,777369.0
103,777425.0
104,778247.0
105,778248.0
106,777256.0
107,776038.0
108,776044.0
109,777151.0
110,777214.0
111,776309.0
112,775283.0
113,775468.0
114,776906.0
115,777174.0
116,776031.0
117,775289.0
118,775551.0
119,776692.0
120,777422.0
121,776170.0
122,775309.0
123,775403.0
124,776469.0
125,776836.0
126,775425.0
127,774518.0
128,774816.0
129,775500.0
130,775503.0
131,774683.0
132,773714.0
133,773994.0
134,774825.0
135,774804.0
136,773929.0
137,772898.0
138,773296.0
139,774204.0
140,774169.0
141,773083.0
142,771805.0
143,771936.0
144,773148.0
145,773673.0
146,772676.0
147,771804.0
148,772130.0
149,773274.0
150,773619.0
151,772498.0
152,771888.0
153,773031.0
154,773814.0
155,774146.0
156,772714.0
157,771674.0
158,771727.0
159,772785.0
160,773353.0
161,771979.0
162,770808.0
163,771369.0
164,772871.0
165,773447.0
166,772328.0
167,771200.0
168,771389.0
169,772645.0
170,773515.0
171,772791.0
172,771706.0
173,772183.0
174,773795.0
175,774678.0
176,773548.0
177,772281.0
178,772671.0
179,774194.0
180,774965.0
181,773520.0
182,772471.0
183,772851.0
