EEG_CH1_RAW	EEG_CH1_BP_0p5_20
-355236	-247818.19
-468223	-247841.03
-509004	-247774.1
-409102	-247645.78
-261734	-247498.83
-350961	-247332.16
-465794	-247192.9
-508757	-247064.6
-406962	-246943.97
-259336	-246822.22
-348502	-246652.7
-465229	-246461.95
-508832	-246256.31
-409508	-246088.58
-260506	-246026.88
-348649	-246094.31
-464719	-246349.22
-508496	-246769.62
-404791	-247313.98
-258265	-247897.05
-347689	-248361.1
-463909	-248598.28
-508578	-248479.78
-409657	-247950.73
-260788	-247028.3
-350327	-245764.27
-466154	-244334.27
-508916	-242914.89
-413507	-241715.81
-260896	-240922.34
-345222	-240612.84
-448351	-240841.05
-508766	-241517.84
-422131	-242504.89
-267416	-243614.22
-352871	-244604.38
-466783	-245319.56
-509262	-245623.08
-417531	-245482.86
-264597	-244958.9
-352469	-244136.39
-466472	-243201.94
-509064	-242306.34
-417235	-241598.17
-263548	-241179.39
-350961	-241041.62
-465902	-241169.45
-509101	-241454.55
-416342	-241786.67
-263251	-242062.62
-351490	-242159.2
-466113	-242050.69
-509146	-241711.8
-418084	-241179.22
-263221	-240522.75
-350779	-239775.55
-465987	-239022.28
-509250	-238290.83
-418286	-237615.14
-263604	-237022.55
-347667	-236490.77
-461985	-236055.53
-509270	-235713.9
-419823	-235491.02
-263334	-235414.67
-349719	-235451.12
-465654	-235596.69
-509001	-235772.44
-417744	-235891.06
-262647	-235856.69
-350827	-235532.88
-466015	-234876.33
-509098	-233863.12
-418297	-232572.92
-263022	-231178.6
-350891	-229878.92
-466126	-228969.47
-509197	-228696.48
-417552	-229270.4
-259344	-230804.33
-342149	-233229.84
-448524	-236390.61
-508899	-239955.4
-423398	-243536.97
-264132	-246726.5
-349117	-249118.23
-466236	-250469.52
-509414	-250646.83
-418606	-249706.64
-261760	-247867.92
-350458	-245417.22
-466417	-242753.08
-509501	-240219.27
-421058	-238109.31
-263277	-236608.81
-351837	-235721.86
-466820	-235386.31
-509648	-235405.27
-421265	-235561.97
-263381	-235658.14
-349980	-235505.47
-465769	-235057.55
-509455	-234317.67
-418626	-233390.73
-260558	-232436.61
-347816	-231576.36
-465362	-230958.17
-509426	-230629.58
-418039	-230591.72
-257276	-230790.19
-353721	-231079.8
-466815	-231364.9
-509482	-231526.61
-418648	-231513.17
-261265	-231338.16
-348552	-231024.05
-465505	-230686.98
-509587	-230412.77
-420636	-230292.12
-263289	-230384.66
-350792	-230652.47
-466621	-231065.5
-509614	-231516.19
-420931	-231908.08
-263778	-232169.47
-352233	-232222.66
-467167	-232100.92
-509520	-231849.45
-420901	-231575.11
-261751	-231411.52
-345317	-231436.36
-448979	-231749.62
-509268	-232346.64
-427720	-233189.64
-268210	-234190.72
-353585	-235186.3
-467506	-236064.45
-509725	-236694.0
-422468	-237007.7
-264926	-237004.86
-353071	-236698.72
-467591	-236205.69
-509734	-235627.27
-421406	-235084.3
-264301	-234684.9
-352301	-234456.53
-466921	-234438.12
-509632	-234586.69
-421490	-234846.27
-263787	-235156.64
-351927	-235418.7
-467417	-235606.67
-509877	-235680.3
-421873	-235643.58
-264081	-235531.06
-352062	-235344.77
-467151	-235145.11
-509864	-234946.27
-421602	-234768.44
-264020	-234630.47
-351857	-234504.92
-467222	-234418.56
-509876	-234364.7
-421793	-234358.23
-263664	-234428.75
-350925	-234562.98
-467054	-234792.89
-509952	-235094.67
-421114	-235437.5
-263327	-235778.67
-351298	-236020.22
-467428	-236117.84
-509923	-236002.67
-419963	-235647.77
-262610	-235073.17
-350697	-234302.38
-466597	-233449.55
-509797	-232613.98
-419347	-231914.25
-260481	-231461.38
-343951	-231294.05
-449831	-231458.66
-509669	-231906.95
-425233	-232573.3
-266179	-233367.12
-351057	-234149.64
-466389	-234854.36
-509899	-235401.42
-419566	-235771.75
-262971	-235992.0
-350061	-236069.34
-465489	-236084.34
-509722	-236076.89
-419084	-236086.66
-262913	-236136.42
-350507	-236181.4
-466777	-236214.27
-509934	-236182.36
-419376	-236054.25
-262431	-235827.1
-348202	-235483.78
-465433	-235086.84
-509586	-234679.86
-416342	-234327.23
-261194	-234090.5
-348279	-233973.48
-465169	-234001.88
-509593	-234135.62
-415385	-234328.08
-260514	-234530.77
-347325	-234667.16
-464786	-234733.38
-509545	-234719.06
-417732	-234657.75
-262949	-234612.25
-350137	-234616.31
-466371	-234746.03
-509843	-235013.0
-419129	-235404.7
-262251	-235877.36
-346912	-236320.67
-464506	-236660.92
-509646	-236796.1
-417300	-236669.06
-262260	-236277.44
-349182	-235636.98
-466151	-234867.55
-509792	-234087.6
-416288	-233440.8
-258978	-233063.88
-341759	-233014.38
-448526	-233346.66
-509521	-234005.8
-423366	-234904.2
-264422	-235915.66
-347224	-236862.92
-464815	-237639.53
-509789	-238139.5
-418082	-238325.05
-261290	-238222.88
-345664	-237869.78
-464407	-237389.36
-509642	-236878.44
-415376	-236436.83
-259835	-236142.5
-345822	-235995.38
-464117	-236011.97
-509629	-236140.84
-414341	-236329.19
-259439	-236530.47
-345806	-236672.19
-463839	-236757.5
-509829	-236774.42
-417007	-236744.17
-260242	-236704.48
-344474	-236651.25
-464117	-236625.77
-510077	-236617.23
-421822	-236615.11
-263849	-236611.53
-380690	-236550.8
-599695	-236429.12
-694580	-236242.9
-627687	-236021.69
-486702	-235816.61
-581316	-235643.56
-706839	-235566.62
-763565	-235588.81
-688354	-235694.52
-543006	-235846.67
-641177	-235942.34
-779531	-235921.88
-844291	-235698.16
-767676	-235227.75
-619722	-234521.34
-702067	-233602.3
-830568	-232592.73
-879830	-231610.23
-746712	-230804.67
-631449	-230289.27
-715799	-230109.89
-823036	-230304.42
-889077	-230796.33
-767608	-231485.45
-666104	-232210.89
-754374	-232790.8
-876933	-233122.31
-922922	-233121.12
-791234	-232793.95
-687414	-232198.25
-779520	-231423.03
-899246	-230634.3
-941649	-229950.05
-811304	-229469.38
-703427	-229212.42
-790881	-229108.48
-903691	-229083.84
-945821	-228993.22
-817767	-228718.62
-706319	-228165.67
-791096	-227284.14
-907338	-226151.84
-948134	-224876.2
-805580	-223629.89
-703851	-222564.4
-791249	-221775.47
-904534	-221339.69
-940824	-221208.02
-793200	-221276.03
-699363	-221360.45
-781389	-221255.88
-900263	-220845.14
-933372	-220050.62
-780069	-218921.61
-700459	-217571.0
-784484	-216168.47
-901738	-214946.08
-933276	-214057.58
-782411	-213586.75
-704034	-213464.73
-788899	-213494.23
-901631	-213441.81
-930969	-213014.12
-779047	-211991.62
-702227	-210243.67
-785454	-207795.47
-899403	-204892.73
-925576	-201879.98
-774222	-199186.77
-693154	-197179.16
-775169	-196083.69
-877847	-195975.52
-933655	-196653.11
-796631	-197745.73
-702618	-198725.44
-783743	-199042.89
-900397	-198317.73
-929512	-196362.0
-776879	-193297.61
-707042	-189495.88
-788517	-185530.22
-906443	-182094.64
-934759	-179761.86
-780791	-178886.3
-716101	-179437.5
-797375	-180997.66
-913881	-182868.5
-940797	-184137.03
-787831	-183937.5
-724219	-181620.98
-805556	-176985.52
-922940	-170447.06
-949046	-162978.7
-795124	-156063.94
-731786	-151433.2
-810033	-150815.94
-926302	-155688.78
-951095	-166936.67
-796227	-184735.39
-736823	-208444.4
-814964	-236726.19
-930651	-267791.22
-952719	-299603.8
-797830	-330236.78
-737932	-358092.28
-812936	-382126.84
-929799	-401973.44
-954607	-417826.16
-801847	-430352.62
-740246	-440428.94
-817583	-448949.6
-931061	-456679.0
-950856	-464047.3
-798008	-471168.53
-738391	-477837.3
-813632	-483686.6
-927146	-488379.62
-940636	-491683.53
-792462	-493618.8
-737929	-494445.9
-813482	-494662.12
-876633	-494953.47
-799477	-495977.16
-570748	-498260.0
-464330	-502023.9
-529452	-507173.34
-632211	-513361.28
-647966	-519979.72
-491315	-526341.94
-420945	-531766.0
-495466	-535736.9
-604997	-538038.06
-620416	-538708.1
-462764	-538058.06
-399254	-536538.56
-474332	-534659.0
-585747	-532917.3
-600714	-531629.1
-445837	-530922.75
-385242	-530685.06
-459714	-530636.1
-574826	-530455.2
-587857	-529796.44
-433272	-528424.25
-376124	-526220.06
-450579	-523244.28
-565249	-519753.38
-577700	-516079.56
-423173	-512603.0
-367257	-509629.0
-438768	-507362.6
-555424	-505913.2
-562344	-505221.06
-409157	-505130.38
-358916	-505382.9
-445547	-505708.97
-552875	-505924.97
-555408	-505885.25
-402123	-505543.94
-352591	-504890.7
-419443	-503974.22
-541003	-502897.97
-554323	-501733.06
-405854	-500542.03
-355183	-499330.0
-432816	-498096.0
-541992	-496889.47
-548004	-495761.34
-398322	-494812.78
-341394	-494148.47
-414658	-493888.3
-519789	-494176.5
-563135	-495060.97
-408016	-496538.84
-340239	-498466.62
-420578	-500615.75
-535117	-502752.44
-565106	-504613.72
-420852	-506019.94
-335966	-506882.06
-413462	-507249.12
-533065	-507360.1
-551997	-507533.44
-395956	-508144.1
-337527	-509487.03
-423050	-511732.9
-526835	-514912.9
-548126	-518818.9
-394941	-523086.22
-335364	-527212.6
-420232	-530697.3
-535532	-533197.1
-568049	-534543.5
-451574	-534840.8
-335601	-534439.06
-410154	-533852.7
-521041	-533708.8
-547813	-534522.0
-397304	-536612.8
-327693	-539958.6
-410074	-544197.7
-520801	-548740.7
-549176	-552814.7
-403008	-555681.2
-327848	-556809.9
-408327	-556056.06
-518384	-553783.06
-538711	-550762.5
-381988	-548084.4
-319029	-546876.9
-393088	-548056.1
-505099	-552104.7
-521899	-558788.8
-372886	-567118.1
-320017	-575361.44
-397065	-581298.0
-512912	-582593.06
-540736	-577125.94
-398570	-563428.9
-319524	-540945.56
-398102	-510243.3
-497886	-472999.06
-541864	-431744.47
-401026	-389572.38
-317111	-349620.78
-396424	-314668.4
-509060	-286755.7
-538745	-266891.34
-396606	-255016.7
-317334	-250059.75
-398152	-250240.8
-508441	-253435.55
-532164	-257520.44
-384771	-260758.16
-308282	-261983.48
-393751	-260751.11
-511491	-257302.69
-535548	-252363.56
-393707	-246948.64
-313790	-242052.44
