EEG_CH1_RAW	EEG_CH1_BP_0p5_20
-438468	-208569.62
-308247	-220084.52
-292848	-229170.25
-365847	-235226.88
-481472	-238369.56
-408326	-239318.98
-293380	-239209.8
-291285	-239296.97
-363070	-240713.34
-469499	-244210.42
-378269	-249979.89
-286176	-257607.88
-279708	-266179.38
-351569	-274513.12
-463936	-281394.94
-371129	-285814.9
-288381	-287136.53
-279122	-285234.75
-349721	-280540.5
-476782	-273906.16
-410738	-266425.44
-292137	-259203.83
-285948	-253145.08
-351556	-248858.48
-475028	-246540.38
-403946	-245983.45
-294184	-246648.56
-290927	-247810.95
-364372	-248788.52
-482474	-249051.34
-420038	-248317.23
-305752	-246576.52
-300473	-244054.58
-386214	-241185.64
-496009	-238453.14
-451176	-236245.88
-315512	-234760.08
-316567	-233915.5
-399183	-233435.05
-499668	-232863.14
-461024	-231648.62
-327994	-229280.98
-314532	-225389.14
-392303	-219912.33
-499481	-213094.06
-458827	-205464.9
-341238	-197769.73
-325740	-190840.83
-386727	-185535.08
-492900	-182517.62
-470139	-182156.73
-339486	-184450.44
-326782	-188998.48
-416174	-195133.83
-503130	-201951.06
-459597	-208470.86
-341959	-213769.3
-325415	-217165.11
-395047	-218349.22
-496401	-217362.08
-462265	-214629.02
-336426	-210854.72
-312326	-206932.33
-376581	-203751.81
-485870	-202048.0
-418305	-202326.16
-316096	-204714.89
-298703	-208983.94
-369541	-214651.48
-487229	-220993.88
-423573	-227229.5
-311212	-232647.75
-307622	-236716.72
-375238	-239197.58
-484947	-240174.23
-409344	-239989.84
-298627	-239119.94
-299041	-238113.95
-367167	-237475.61
-479638	-237514.7
-406422	-238347.62
-300587	-239814.12
-303007	-241582.53
-378291	-243229.84
-482685	-244288.86
-413830	-244395.23
-308501	-243320.42
-295511	-241070.47
-360732	-237870.72
-475132	-234083.69
-401107	-230175.19
-305073	-226602.66
-297599	-223725.3
-364901	-221804.34
-475766	-220883.84
-402052	-220857.64
-304127	-221432.72
-295240	-222273.95
-354343	-223031.73
-468786	-223367.31
-406239	-223063.06
-316328	-221990.61
-301116	-220126.64
-340814	-217598.56
-394913	-214575.89
-354554	-211252.83
-294088	-207809.97
-287577	-204412.48
-360380	-201248.48
-474062	-198455.78
-405608	-196171.27
-306327	-194485.4
-295280	-193448.94
-368941	-193112.44
-480182	-193475.69
-416674	-194488.12
-309617	-196030.33
-289582	-197903.77
-354551	-199906.02
-474202	-201825.75
-411593	-203487.92
-319139	-204769.86
-298556	-205623.77
-358005	-206135.48
-475885	-206480.38
-414571	-206909.27
-303170	-207671.64
-287146	-208970.47
-363049	-210979.08
-481057	-213735.73
-432731	-217176.14
-322464	-221113.0
-307218	-225258.95
-373374	-229339.62
-492916	-233073.6
-469641	-236251.22
-333001	-238747.53
-316449	-240516.03
-371513	-241650.14
-482837	-242275.9
-425957	-242576.61
-313222	-242709.16
-303779	-242792.23
-369930	-242944.64
-476222	-243213.12
-390070	-243642.4
-290948	-244215.53
-306054	-244923.88
-380034	-245793.11
-487571	-246817.17
-480535	-247995.38
-347017	-249284.22
-327514	-250597.27
-417704	-251792.44
-511281	-252662.39
-505731	-252977.6
-352044	-252517.53
-363659	-251103.61
-464532	-248684.69
-513554	-245337.22
-541768	-241263.72
-498237	-236780.66
-364789	-232321.3
-404772	-228316.58
-508491	-225102.12
-496469	-222896.72
-340606	-221733.48
-314414	-221457.0
-415004	-221770.28
-504682	-222277.44
-478081	-222590.25
-363229	-222390.86
-336285	-221505.25
-446487	-219970.45
-525937	-217999.88
-540393	-215928.55
-431415	-214145.97
-352817	-212999.2
-413701	-212716.2
-497598	-213317.8
-505730	-214620.17
-344711	-216279.36
-306317	-217828.11
-442544	-218823.02
-518672	-218935.62
-523232	-218025.89
-370921	-216207.44
-313101	-213791.61
-418352	-211264.31
-518664	-209150.83
-539787	-207894.86
-419070	-207749.38
-310426	-208713.42
-408295	-210486.89
-513627	-212527.3
-541527	-214165.69
-431444	-214744.69
-315742	-213791.4
-409982	-211088.39
-507774	-206764.67
-542185	-201293.92
-438207	-195417.12
-311080	-190030.25
-408107	-185969.3
-507976	-183875.67
-531788	-184072.33
-366603	-186513.75
-269424	-190798.5
-359247	-196232.12
-495633	-201970.33
-505837	-207213.52
-322377	-211339.9
-261321	-213999.67
-357191	-215135.31
-492626	-214959.48
-512832	-213893.9
-328066	-212440.16
-256284	-211052.4
-350364	-210014.33
-489491	-209410.31
-507670	-209165.73
-326148	-209095.23
-271382	-208983.52
-361444	-208693.69
-495664	-208218.77
-525291	-207744.36
-362175	-207603.33
-271144	-208197.11
-372725	-209855.58
-498696	-212734.6
-516141	-216752.61
-335741	-221555.5
-256604	-226537.69
-352232	-230940.42
-490723	-233991.64
-508073	-235091.61
-321823	-233952.03
-251807	-230636.73
-332272	-225598.73
-480813	-219564.28
-515256	-213443.4
-337726	-208166.48
-262136	-204474.2
-359779	-202820.16
-487040	-203299.86
-498119	-205699.67
-312355	-209597.31
-261174	-214462.45
-364420	-219833.61
-488683	-225420.33
-524745	-231177.83
-365375	-237290.67
-261232	-244049.66
-371935	-251708.55
-495288	-260337.69
-528226	-269698.34
-376780	-279220.6
-267426	-288014.84
-370664	-294990.38
-494105	-299078.0
-524747	-299471.4
-365098	-295848.28
-266866	-288477.78
-361229	-278247.4
-491045	-266559.34
-531019	-255130.38
-392255	-245698.89
-266905	-239724.8
-352969	-238068.6
-488379	-240851.4
-525480	-247437.58
-363394	-256547.77
-261603	-266492.8
-355609	-275467.16
-488206	-281892.72
-526652	-284725.56
-375462	-283630.84
-269981	-279025.12
-373804	-271928.9
-495883	-263764.28
-532901	-256074.34
-411944	-250210.77
-285797	-247109.55
-388787	-247078.98
-498769	-249817.34
-535724	-254523.47
-430045	-260100.3
-294511	-265436.16
-391772	-269577.0
-502339	-271955.38
-537011	-272479.28
-434606	-271500.78
-301066	-269732.0
-383589	-267974.0
-496335	-266943.78
-529938	-267096.22
-375094	-268511.9
-278691	-270872.8
-403013	-273493.88
-501179	-275519.84
-538488	-276105.9
-458278	-274601.44
-311760	-270747.44
-425122	-264643.03
-522766	-256797.72
-541876	-248015.25
-468097	-239231.77
-325329	-231360.86
-427269	-225045.89
-516594	-220630.0
-543994	-218098.39
-485350	-217111.02
-323662	-217181.97
-381728	-217714.84
-503762	-218189.69
-541014	-218292.73
-417927	-217969.45
-269989	-217437.7
-362595	-217043.78
-494841	-217189.98
-537562	-218216.16
-410087	-220281.5
-273838	-223326.64
-365441	-226996.58
-488485	-230745.69
-538295	-233944.62
-427151	-236004.19
-278529	-236533.03
-385168	-235351.27
-499344	-232582.03
-539025	-228618.95
-431649	-224050.42
-286054	-219567.6
-364325	-215772.03
-494364	-213089.0
-539556	-211712.22
-437011	-211575.5
-279778	-212413.28
-356579	-213797.12
-487157	-215254.72
-527236	-216405.28
-367744	-217040.73
-289460	-217151.0
-445569	-216897.08
-519427	-216604.45
-541999	-216642.27
-467191	-217326.5
-299009	-218904.98
-364474	-221388.64
-494020	-224579.4
-541402	-228134.31
-474405	-231622.38
-330664	-234637.1
-465584	-236827.03
-539999	-238022.19
-545018	-238222.2
-453152	-237609.92
-302623	-236508.39
-414153	-235274.33
-516667	-234230.16
-545156	-233585.19
-489905	-233429.44
-343052	-233715.36
-455377	-234205.61
-528766	-234669.34
-546245	-234849.69
-448592	-234554.88
-299062	-233726.27
-425671	-232417.83
-526637	-230825.78
-546971	-229218.22
-481864	-227900.12
-310743	-227184.9
-357006	-227269.48
-493344	-228228.75
-545247	-230009.86
-482763	-232482.36
-321114	-235469.03
-397031	-238737.8
-499392	-242098.61
-532700	-245390.23
-358342	-248532.02
-254657	-251444.22
-356787	-254071.39
-495229	-256345.53
-537171	-258150.27
-389072	-259386.77
-234864	-259930.83
-320811	-259667.08
-472709	-258540.98
-508601	-256590.53
-317528	-254019.53
-242877	-251113.64
-348111	-248266.94
-485859	-245953.69
-526020	-244611.69
-355807	-244629.11
-239170	-246218.38
-340091	-249385.38
-483815	-253964.48
-533965	-259581.28
-407053	-265754.56
-262038	-271928.1
-363966	-277523.78
-489962	-282088.06
-531863	-285261.94
-380586	-286872.88
-257632	-286875.5
-375812	-285351.53
-499700	-282500.5
-540069	-278557.66
-491172	-273771.97
-341666	-268420.28
-444262	-262757.78
-525601	-257045.97
-544994	-251519.61
-482745	-246408.48
-334734	-241961.62
-456372	-238397.42
-530542	-235922.16
-547446	-234647.89
-499169	-234582.08
-337732	-235653.23
-404902	-237667.78
-513670	-240327.45
-548081	-243256.52
-488751	-246053.0
-333142	-248365.84
-436135	-249901.44
-524074	-250511.0
-548889	-250144.83
-463434	-248890.78
-286559	-246967.0
-372651	-244652.84
-503544	-242272.08
-546786	-240132.28
-485661	-238499.88
-321314	-237606.16
-401127	-237598.83
-507509	-238549.6
-545844	-240441.42
-428571	-243192.39
-262020	-246663.17
-347865	-250658.77
-484402	-254950.92
-541552	-259275.98
-425857	-263389.22
-270762	-267075.47
-361217	-270171.3
-490066	-272585.78
-538044	-274306.78
-388972	-275443.0
-242110	-276163.72
-336727	-276678.7
-475046	-277222.8
-537673	-277959.16
-418419	-278996.72
-271971	-280330.88
-366859	-281834.84
-491686	-283318.56
-536048	-284513.94
-386805	-285186.06
-243035	-285144.9
-338892	-284299.78
-482916	-282704.12
-538842	-280514.0
-430854	-277992.8
-265228	-275444.34
-342729	-273124.4
-476859	-271229.72
-530810	-269807.16
-371064	-268786.3
-248419	-267948.28
-359436	-266995.34
-489022	-265634.16
-539910	-263591.25
-468420	-260696.08
-307572	-256919.75
-389458	-252342.16
-497586	-247168.39
-539631	-241625.88
-405859	-235969.61
-253496	-230407.56
-361921	-225054.2
-496449	-220003.17
-541827	-215274.67
-479477	-210897.03
-302749	-206959.11
-364811	-203573.61
-488616	-200956.97
-534507	-199330.7
-377566	-198933.64
-250138	-199904.03
-359672	-202213.2
-492074	-205698.25
-541307	-209985.66
-465786	-214569.38
-291294	-218897.97
-371324	-222446.69
-493672	-224872.67
-541979	-226043.67
-440629	-226153.22
-268827	-225683.52
-363222	-225273.56
-489419	-225709.44
-541133	-227668.28
-439921	-231646.2
-267277	-237836.19
-355249	-246003.3
-487166	-255618.1
-541089	-265847.78
-448370	-275761.62
-273312	-284484.9
-363022	-291272.6
-489441	-295751.84
-541667	-297878.72
-454640	-297949.1
-278498	-296523.53
-361094	-294248.3
-488446	-291792.2
-541217	-289645.8
-437447	-288085.25
-267362	-287144.03
-355052	-286610.47
-485411	-286181.72
-540887	-285495.75
-441544	-284286.34
-268426	-282444.84
-352608	-280008.78
-482971	-277223.47
-539660	-274389.03
-425657	-271840.38
-257387	-269832.4
-343369	-268432.66
-479229	-267575.6
-538084	-267006.1
-419032	-266382.4
-254917	-265343.03
-343610	-263559.28
-479312	-260891.2
-538127	-257346.66
-423539	-253121.78
-260860	-248541.28
-353579	-243980.61
-483861	-239817.0
-539918	-236293.89
-449082	-233568.95
-280734	-231669.72
-372254	-230449.94
-493861	-229760.02
-541923	-229410.11
-461054	-229255.11
-287907	-229243.17
-379411	-229343.08
-492459	-229642.34
-542461	-230174.89
-454574	-230969.95
-281336	-231993.73
-363016	-233066.92
-487366	-233992.62
-541847	-234500.6
-441791	-234382.98
-268761	-233546.84
-352010	-231986.44
-483100	-229923.66
-541136	-227678.58
-445137	-225696.31
-273325	-224439.36
-364229	-224242.36
-489284	-225346.11
-542096	-227742.36
-462326	-231244.47
-289762	-235520.5
-377001	-240074.1
-495409	-244458.28
-543996	-248267.22
-469506	-251220.25
-294075	-253222.22
-376731	-254277.95
-495339	-254573.17
-544617	-254313.16
-471475	-253705.84
-295026	-252909.88
-375132	-251983.58
-495588	-250925.02
-544762	-249661.12
-464354	-248133.08
-285943	-246357.06
-365965	-244414.3
-488464	-242528.23
-543996	-240965.69
-457836	-240019.7
-278469	-239952.53
-362661	-240903.98
-488691	-242850.86
-543635	-245563.03
-457339	-248658.36
-275969	-251664.3
-353749	-254075.27
-484777	-255487.62
-542754	-255637.08
-450481	-254491.48
-269993	-252267.69
-359764	-249345.7
-483774	-246276.28
-542144	-243590.77
-446146	-241757.52
-262514	-241083.03
-340089	-241628.62
-476039	-243255.0
-540777	-245594.03
-442762	-248186.81
-264469	-250570.55
-348367	-252293.5
-479464	-253114.52
-540921	-252934.47
-443312	-251872.27
-259341	-250210.22
-344101	-248249.81
-479807	-246363.48
-540911	-244809.27
-460896	-243763.27
-280776	-243282.17
-369844	-243218.77
-494388	-243397.05
-543379	-243564.14
-482711	-243482.55
-303631	-243006.1
-387171	-242018.42
-501532	-240576.14
-545527	-238782.02
-490929	-236816.77
-312575	-234912.81
-387393	-233231.75
-499742	-231956.19
-546524	-231167.92
-485910	-230889.53
-302521	-231127.72
-376269	-231798.4
-495397	-232871.38
-546334	-234284.84
-479037	-236000.44
-290336	-238013.39
-360125	-240277.34
-487322	-242783.98
-545289	-245464.45
-468622	-248225.05
-276909	-250956.48
-351753	-253483.72
-485126	-255665.94
-544374	-257335.36
-468851	-258363.02
-280686	-258681.2
-367677	-258251.1
-488058	-257138.83
-544166	-255433.48
-468002	-253284.0
-277104	-250891.2
-353029	-248437.16
-482779	-246146.3
-543519	-244188.1
-464057	-242712.66
-273052	-241841.0
-351934	-241613.56
-483964	-242054.55
-543667	-243103.25
-472113	-244660.84
-282569	-246618.38
-363244	-248799.02
-488000	-251073.89
-544245	-253287.14
-475626	-255307.02
-284061	-257051.97
-358618	-258456.25
-486146	-259521.11
-544242	-260247.05
-473491	-260673.02
-279696	-260877.73
-351029	-260883.3
-481529	-260757.17
-543604	-260510.56
-466979	-260148.89
-273351	-259674.53
-349321	-259041.36
-480657	-258249.33
-543178	-257269.94
-469209	-256110.97
-276383	-254836.86
-352376	-253474.36
-481711	-252133.4
-543252	-250895.98
-470310	-249836.4
-276701	-249019.19
-349071	-248445.8
-479666	-248104.27
-542826	-247908.95
-464575	-247762.05
-270042	-247581.0
-343028	-247234.34
-477705	-246678.52
-542269	-245872.6
-461379	-244832.72
-268457	-243636.48
-352615	-242340.52
-477789	-241076.75
-541949	-239924.39
-465035	-238952.97
-271558	-238214.03
-346142	-237669.89
-477608	-237303.83
-542050	-237039.7
-467432	-236811.94
-273722	-236600.3
-346857	-236375.17
-477586	-236216.61
-542117	-236213.03
-465866	-236501.3
-271912	-237251.94
-345840	-238564.72
-476729	-240552.2
-541979	-243215.34
-468961	-246481.33
-276554	-250214.38
-352855	-254165.83
-481059	-258105.22
-542649	-261761.14
-478647	-264906.56
-287303	-267402.78
-360231	-269148.25
-486239	-270184.53
-543792	-270587.94
-481281	-270487.56
-288341	-270050.22
-356617	-269383.22
-483240	-268600.72
-543711	-267723.16
-475425	-266723.16
-280307	-265558.2
-349408	-264134.5
-479219	-262425.78
-543283	-260415.55
-475956	-258157.69
-281673	-255793.53
-351455	-253475.55
-479538	-251427.38
-543423	-249822.28
-476290	-248792.95
-281747	-248418.56
-352979	-248631.8
-482552	-249329.92
-543612	-250295.97
-476495	-251285.62
-278791	-252084.14
-356839	-252463.86
-479857	-252342.02
-543092	-251689.92
-471787	-250596.02
-275333	-249252.97
-347612	-247850.16
-478037	-246647.34
-542762	-245834.2
-476102	-245546.72
-279133	-245858.25
-348337	-246702.81
-478051	-247989.17
-543032	-249531.86
-476342	-251126.92
-278468	-252600.34
-345724	-253762.84
-476809	-254532.64
-542777	-254847.33
-472339	-254713.55
-271244	-254209.88
-336292	-253388.92
-469804	-252376.7
-541599	-251257.28
