EEG_CH1_RAW	EEG_CH1_BP_0p5_20
-271	5926.8086
11181	5790.955
22585	5654.259
1734	5527.6895
-1181	5415.8535
-425	5333.8467
10158	5281.821
21410	5253.3057
1614	5237.8364
-1161	5219.5796
-511	5197.649
9544	5163.2847
20197	5109.4556
1429	5033.0347
-1194	4932.702
-667	4825.7246
8958	4722.232
19577	4631.354
1380	4560.744
-1191	4512.345
-672	4498.4893
8766	4517.5903
19703	4562.816
1456	4624.211
-1192	4687.052
-728	4750.651
8616	4806.907
19437	4849.913
1389	4877.224
-1203	4886.2383
-777	4890.534
8163	4896.4087
18461	4909.783
1215	4935.132
-1195	4971.339
-811	5027.1084
8035	5099.551
18736	5182.3853
1298	5267.2246
-1187	5341.237
-854	5405.575
7784	5453.6763
18266	5480.379
1233	5483.0903
-1189	5457.939
-854	5416.075
7524	5361.6313
18207	5299.5127
1307	5235.444
-1197	5170.077
-917	5114.688
7319	5071.234
18216	5039.9927
1343	5020.67
-1194	5007.062
-892	5003.9746
7324	5007.8345
18520	5015.0557
1468	5023.5205
-1179	5026.7676
-965	5030.8755
7011	5034.7354
18218	5037.904
1418	5041.733
-1182	5041.9907
-982	5045.619
6730	5051.5747
17824	5058.3003
1344	5065.437
-1206	5066.391
-1011	5066.196
6717	5062.829
18236	5054.9487
1534	5043.8774
-1182	5026.009
-1022	5009.69
6458	4996.0815
18149	4985.836
1554	4980.7725
-1197	4975.1934
-984	4973.324
6690	4970.7188
18656	4961.925
1693	4943.652
-1196	4906.6914
-982	4855.0874
6600	4787.714
18578	4705.604
1739	4614.701
-1218	4515.7397
-1003	4421.7725
6500	4338.306
18602	4269.1694
1822	4218.534
-1197	4180.953
-1002	4159.8877
6474	4149.462
18676	4142.2603
1827	4133.3384
-1198	4111.5117
-1017	4079.1492
6311	4033.555
18531	3973.797
1821	3903.7683
-1182	3821.293
-1028	3736.1025
5701	3650.7332
19655	3565.9714
2363	3485.6514
-1207	3405.1472
-1049	3330.4553
6081	3260.8809
18554	3195.7625
1959	3138.4092
-1207	3085.5378
-1057	3045.085
5983	3018.1096
18858	3004.2605
2065	3005.6584
-1176	3014.9888
-1033	3033.9995
5739	3056.7185
18163	3076.1238
1966	3089.1338
-1192	3086.2275
-1097	3070.5125
5291	3041.1702
17484	2999.1572
1929	2950.9363
-1197	2896.5103
-1116	2847.0774
5023	2806.8704
16725	2778.0598
1787	2764.1562
-1194	2758.9712
-1112	2765.4387
4724	2778.9734
16344	2793.6719
1736	2807.1328
-1201	2810.288
-1121	2806.589
4675	2794.9407
15651	2775.3408
1630	2752.108
-1188	2722.894
-1117	2697.2563
4322	2678.338
15384	2667.7341
1664	2669.0583
-1202	2677.0005
-1106	2696.1145
4611	2723.4795
16243	2754.4248
1871	2787.0647
-1191	2811.9722
-1101	2831.0867
5464	2841.0889
19489	2838.856
2510	2827.8306
-1185	2803.9336
-1112	2775.396
4414	2745.2341
16319	2715.579
2078	2691.9243
-1189	2670.8015
-1119	2658.608
4260	2654.6409
16128	2656.1704
2067	2663.706
-1196	2669.7014
-1115	2677.996
4269	2687.3235
16201	2696.213
2138	2707.93
-1211	2717.9604
-1123	2732.8123
3656	2752.869
14910	2776.6042
2005	2805.1077
-1195	2830.8586
-1107	2856.8616
3608	2880.5747
15119	2898.827
2102	2913.2659
-1209	2918.6282
-1121	2921.542
3468	2923.782
15328	2925.8188
2224	2931.7036
-1195	2936.4797
